-3.844302978515625000e+02 -4.919194641113281250e+02 -3.881770324707031250e+02
-4.096986694335937500e+02 -4.807282104492187500e+02 -3.670852966308593750e+02
-4.057096557617187500e+02 -4.925424194335937500e+02 -3.771514892578125000e+02
-4.177942199707031250e+02 -4.840518188476562500e+02 -3.843344421386718750e+02
-4.190856018066406250e+02 -4.956645202636718750e+02 -3.811098632812500000e+02
-4.229090576171875000e+02 -4.874215087890625000e+02 -3.641937255859375000e+02
-3.984766540527343750e+02 -4.850073547363281250e+02 -3.847588500976562500e+02
-4.055373229980468750e+02 -4.931882019042968750e+02 -3.742190856933593750e+02
-4.217560424804687500e+02 -4.953547668457031250e+02 -3.810778808593750000e+02
-4.542924804687500000e+02 -4.807261352539062500e+02 -4.026886291503906250e+02
-4.497198486328125000e+02 -4.813044738769531250e+02 -3.972976074218750000e+02
-4.547206726074218750e+02 -4.824114685058593750e+02 -4.016304626464843750e+02
-3.873227233886718750e+02 -4.787086486816406250e+02 -4.261867675781250000e+02
-3.790831298828125000e+02 -4.957746887207031250e+02 -3.899806518554687500e+02
-4.091747741699218750e+02 -4.902630004882812500e+02 -3.725324707031250000e+02
-3.849039916992187500e+02 -4.882904968261718750e+02 -3.892731628417968750e+02
-4.100621643066406250e+02 -4.810616455078125000e+02 -3.840313415527343750e+02
-4.191534729003906250e+02 -4.804051818847656250e+02 -3.888348999023437500e+02
-3.895675964355468750e+02 -4.942818603515625000e+02 -3.768171386718750000e+02
-4.138472290039062500e+02 -4.858438110351562500e+02 -3.579424438476562500e+02
-3.925958862304687500e+02 -4.804773254394531250e+02 -3.908206176757812500e+02
-4.160453796386718750e+02 -4.898683471679687500e+02 -3.689934692382812500e+02
-4.144273681640625000e+02 -4.849098510742187500e+02 -3.814973754882812500e+02
-4.108947448730468750e+02 -4.974581604003906250e+02 -3.805670471191406250e+02
-3.740831298828125000e+02 -4.937914123535156250e+02 -3.936281433105468750e+02
-3.627568969726562500e+02 -4.795939025878906250e+02 -3.858117370605468750e+02
-3.789605102539062500e+02 -4.955942687988281250e+02 -3.800944519042968750e+02
-4.134742736816406250e+02 -4.873058776855468750e+02 -3.592174072265625000e+02
-4.206488952636718750e+02 -4.894704895019531250e+02 -3.638935546875000000e+02
-4.158020629882812500e+02 -4.930378112792968750e+02 -3.681363830566406250e+02
-4.204533386230468750e+02 -4.848816833496093750e+02 -3.693028564453125000e+02
-4.131719055175781250e+02 -4.969078369140625000e+02 -4.200289306640625000e+02
-3.665372314453125000e+02 -4.910160522460937500e+02 -3.967245788574218750e+02
-4.009145507812500000e+02 -4.918040161132812500e+02 -3.814692687988281250e+02
-4.184777221679687500e+02 -4.895305480957031250e+02 -3.641343383789062500e+02
-3.837848205566406250e+02 -4.802220764160156250e+02 -3.949922790527343750e+02
-3.705030517578125000e+02 -4.932453918457031250e+02 -3.950614929199218750e+02
-3.804028930664062500e+02 -4.792429809570312500e+02 -3.455502929687500000e+02
-3.678285217285156250e+02 -4.796069641113281250e+02 -4.349534301757812500e+02
-4.101225280761718750e+02 -4.886433105468750000e+02 -3.719006042480468750e+02
-3.821962280273437500e+02 -4.924803466796875000e+02 -3.822209777832031250e+02
-3.836531677246093750e+02 -4.938060302734375000e+02 -3.925203552246093750e+02
-3.840498962402343750e+02 -4.926274719238281250e+02 -3.918880310058593750e+02
-3.660066223144531250e+02 -4.879532775878906250e+02 -3.992653503417968750e+02
-4.166289672851562500e+02 -4.833279418945312500e+02 -3.707336120605468750e+02
-3.746849365234375000e+02 -4.932470092773437500e+02 -3.952480773925781250e+02
-4.510990905761718750e+02 -4.830927734375000000e+02 -3.967452697753906250e+02
-4.561273803710937500e+02 -4.801160278320312500e+02 -4.148510131835937500e+02
-3.679374084472656250e+02 -4.801683654785156250e+02 -3.831675720214843750e+02
-4.149777221679687500e+02 -4.835226745605468750e+02 -4.257388610839843750e+02
-4.312085266113281250e+02 -4.893409423828125000e+02 -3.756943664550781250e+02
-3.960782775878906250e+02 -4.799574890136718750e+02 -4.342366027832031250e+02
-4.521795654296875000e+02 -4.847152709960937500e+02 -3.957322998046875000e+02
-3.629598083496093750e+02 -4.849523315429687500e+02 -3.924163208007812500e+02
-3.799648437500000000e+02 -4.865929565429687500e+02 -4.372364196777343750e+02
-3.838238525390625000e+02 -4.843316345214843750e+02 -3.919585571289062500e+02
-3.995579223632812500e+02 -4.954148254394531250e+02 -3.815807495117187500e+02
-4.351935729980468750e+02 -4.812078857421875000e+02 -4.209707031250000000e+02
-3.955403442382812500e+02 -4.830061340332031250e+02 -3.869360656738281250e+02
-3.766738891601562500e+02 -4.809866333007812500e+02 -4.389924011230468750e+02
-3.860619812011718750e+02 -4.932741699218750000e+02 -3.766416931152343750e+02
-3.866593627929687500e+02 -4.897863464355468750e+02 -3.876737670898437500e+02
-3.589736938476562500e+02 -4.855857238769531250e+02 -3.995139160156250000e+02
-4.085056762695312500e+02 -4.847168884277343750e+02 -3.822746887207031250e+02
-3.603120727539062500e+02 -4.865414123535156250e+02 -4.124250488281250000e+02
-4.238394775390625000e+02 -4.886620483398437500e+02 -3.717456970214843750e+02
-4.547025756835937500e+02 -4.785723571777343750e+02 -4.002794799804687500e+02
-4.210841979980468750e+02 -4.836766662597656250e+02 -3.869493713378906250e+02
-3.838405456542968750e+02 -4.880499267578125000e+02 -3.901468505859375000e+02
-4.167854614257812500e+02 -4.967803344726562500e+02 -4.109455261230468750e+02
-3.555692443847656250e+02 -4.861841735839843750e+02 -3.759345092773437500e+02
-4.188191833496093750e+02 -4.797302246093750000e+02 -3.910554504394531250e+02
-3.466059875488281250e+02 -4.815680541992187500e+02 -4.150190429687500000e+02
-4.060208435058593750e+02 -4.802400207519531250e+02 -4.083260803222656250e+02
-3.726098327636718750e+02 -4.790226440429687500e+02 -3.954271850585937500e+02
-4.216991882324218750e+02 -4.797878417968750000e+02 -3.892258605957031250e+02
