# Graph from ../images/ruz_et_al_2019_fig_1.png, page unknown
7.250	0.9429
7.982	2.848
8.770	15.58
9.633	46.42
10.60	95.67
11.64	110.3
12.81	74.34
14.06	57.69
15.44	30.98
16.91	17.12
18.61	8.328
20.42	2.503
22.41	0.5358
24.65	0.1024
27.12	0.01582
