1.055	0.006718
1.267	0.006309
1.512	0.006309
1.816	0.004328
2.181	0.002969
2.583	0.001913
3.125	0.001157
3.701	5.449E-4
4.445	3.511E-4
5.340	1.652E-4
6.324	1.133E-4
7.650	6.443E-5
9.060	2.511E-5
10.88	7.617E-6
12.97	8.111E-6
